"","trust_government","health_satisfaction","transport_satisfaction","admin_satisfaction","social_satisfaction","financial_satisfaction","food_markets_satisfaction","non_food_markets_satisfaction"
"5779",1,1,-1,NA,NA,2,2,2
"5780",0,NA,NA,NA,NA,2,1,1
"5781",1,NA,NA,NA,NA,-1,2,2
"5782",2,-1,-1,1,-1,-1,2,1
"5783",2,1,1,NA,NA,2,2,2
"5784",1,1,-1,NA,1,1,1,1
"5785",-1,-1,NA,1,NA,1,0,0
"5786",1,1,-2,NA,NA,1,2,2
"5787",0,2,1,NA,NA,2,2,2
"5788",-2,-2,NA,NA,NA,2,-2,-2
"5789",0,NA,NA,NA,NA,2,-1,-1
"5790",0,NA,1,NA,NA,1,1,0
"5791",-1,NA,1,2,NA,2,1,1
"5792",-1,NA,NA,NA,1,1,-1,1
"5793",-2,0,2,-1,NA,1,1,1
"5794",-2,-1,NA,NA,NA,-2,2,-1
"5795",-1,1,NA,NA,NA,1,1,1
"5796",-2,2,NA,NA,NA,2,2,2
"5797",-2,0,-2,-1,NA,1,2,2
"5798",-1,2,NA,NA,NA,2,2,2
"5799",1,NA,NA,NA,NA,-1,-1,-1
"5800",-2,-1,NA,NA,NA,1,1,1
"5801",0,NA,0,NA,NA,2,1,1
"5802",-2,NA,-1,NA,NA,2,2,2
"5803",-2,NA,1,NA,NA,2,2,2
"5804",-1,1,NA,1,NA,2,2,2
"5805",1,NA,-1,NA,NA,1,1,1
"5806",1,0,-1,NA,NA,2,2,0
"5807",1,NA,NA,NA,NA,1,2,NA
"5808",0,1,NA,1,1,1,-1,-1
"5809",-2,NA,NA,NA,NA,2,2,2
"5810",-2,-1,-2,1,NA,2,-2,1
"5811",2,NA,NA,NA,2,2,-1,NA
"5812",-2,NA,2,2,NA,2,-1,2
"5813",2,1,NA,NA,NA,0,-1,0
"5814",-2,NA,2,NA,NA,2,2,2
"5815",1,1,NA,1,-1,1,1,-1
"5816",2,NA,NA,NA,NA,2,2,2
"5817",2,2,1,NA,NA,1,1,1
"5818",1,NA,NA,1,NA,1,1,1
"5819",-2,NA,NA,0,NA,0,2,2
"5820",-2,-2,NA,NA,NA,2,2,2
"5821",-1,NA,2,NA,NA,2,2,2
"5822",-1,-1,0,0,NA,2,2,2
"5823",-1,1,-1,2,NA,2,-1,-1
"5824",0,1,NA,NA,NA,1,1,1
"5825",2,NA,1,NA,NA,-2,2,2
"5826",0,NA,NA,NA,NA,2,1,-1
"5827",2,NA,2,NA,NA,1,2,NA
"5828",-1,NA,NA,NA,NA,2,2,2
"5829",-2,NA,NA,NA,NA,1,1,1
"5830",1,NA,NA,NA,NA,0,NA,NA
"5831",0,NA,0,NA,NA,2,2,2
"5832",0,NA,2,NA,NA,2,2,2
"5833",0,NA,-2,NA,NA,2,2,1
"5834",-2,NA,NA,NA,NA,1,2,-1
"5835",1,-1,1,2,NA,-1,2,2
"5836",-1,1,-1,NA,NA,1,1,1
"5837",1,NA,NA,NA,NA,0,1,1
"5838",0,NA,NA,NA,NA,1,1,1
"5839",1,-1,NA,1,NA,1,1,1
"5840",1,NA,NA,NA,NA,2,-1,1
"5841",0,-1,NA,NA,NA,2,-1,NA
"5842",-1,NA,-1,NA,NA,NA,1,1
"5843",1,NA,-1,NA,NA,-1,-1,1
"5844",1,NA,NA,NA,NA,-1,1,1
"5845",0,NA,-1,NA,NA,-1,1,1
"5846",2,NA,-2,0,NA,-1,1,1
"5847",1,NA,-2,1,NA,1,1,1
"5848",2,NA,-1,NA,NA,1,1,1
"5849",-2,-1,0,NA,NA,0,2,2
"5850",-2,NA,2,NA,NA,2,2,2
"5851",2,2,2,NA,NA,2,2,2
"5852",0,-1,NA,NA,NA,2,-1,-1
"5853",-1,1,-2,1,NA,1,1,1
"5854",-2,NA,NA,NA,NA,2,-1,-1
"5855",-2,NA,NA,NA,NA,2,1,-1
"5856",-1,NA,NA,NA,NA,2,1,0
"5857",-2,NA,1,NA,NA,1,1,1
"5858",-2,NA,-1,NA,NA,1,1,1
"5859",-1,-1,NA,NA,NA,2,1,1
"5860",-2,NA,NA,NA,NA,1,0,1
"5861",-1,NA,NA,NA,NA,1,-2,0
"5862",-2,-2,0,NA,NA,1,-1,0
"5863",1,NA,NA,NA,NA,2,2,2
"5864",0,NA,NA,NA,NA,2,-1,-1
"5865",0,-1,1,-1,NA,2,2,2
"5866",0,NA,0,2,2,2,2,2
"5867",-2,NA,NA,NA,NA,1,1,-1
"5868",-1,NA,-2,NA,NA,0,2,2
"5869",2,NA,NA,NA,NA,1,2,2
"5870",0,NA,0,NA,NA,1,1,-1
"5871",-1,-1,-2,NA,NA,2,2,2
"5872",-2,NA,NA,NA,NA,2,2,2
"5873",1,2,1,NA,NA,2,2,2
"5874",0,1,1,NA,NA,1,1,1
"5875",2,NA,-1,NA,NA,2,2,2
"5876",-1,2,NA,NA,NA,2,2,2
"5877",-2,NA,NA,NA,1,1,-1,-1
"5878",-1,NA,1,2,NA,2,2,NA
"5879",2,NA,NA,NA,NA,2,2,NA
"5880",2,NA,-1,NA,NA,2,2,2
"5881",0,1,NA,NA,NA,2,-1,-1
"5882",1,NA,1,NA,NA,2,2,1
"5883",1,0,NA,1,NA,2,2,2
"5884",2,-1,-2,2,NA,-1,1,1
"5885",2,NA,1,NA,NA,1,1,0
"5886",-1,NA,1,NA,1,1,1,1
"5887",0,NA,NA,NA,NA,2,2,2
"5888",-2,NA,1,NA,NA,2,2,2
"5889",1,-1,1,NA,NA,1,1,1
"5890",1,2,-1,NA,NA,2,2,2
"5891",0,NA,NA,NA,NA,2,2,2
"5892",1,NA,1,NA,NA,1,1,1
"5893",2,1,1,2,NA,2,2,2
"5894",-2,-1,-1,-1,NA,2,-1,-1
"5895",1,1,-2,1,1,-1,1,1
"5896",-2,-1,NA,NA,NA,1,1,1
"5897",-2,NA,NA,1,NA,1,1,1
"5898",2,NA,NA,2,NA,2,1,1
"5899",1,2,2,NA,NA,2,2,2
"5900",0,NA,-2,NA,1,1,1,-1
"5901",0,NA,1,NA,NA,1,2,2
"5902",2,NA,NA,NA,2,2,NA,NA
"5903",-2,-1,NA,-2,NA,0,0,0
"5904",-2,2,NA,NA,NA,2,2,2
"5905",-1,NA,-2,-2,NA,NA,1,1
"5906",-2,-1,NA,NA,NA,2,2,-2
"5907",1,-1,-1,NA,1,-1,-1,-1
"5908",2,1,NA,NA,NA,2,1,1
"5909",0,2,1,NA,NA,2,2,2
"5910",-2,2,-2,2,NA,2,2,2
"5911",1,NA,-2,1,NA,-1,2,1
"5912",1,NA,1,NA,NA,2,1,-2
"5913",-2,NA,0,NA,NA,1,1,1
"5914",1,NA,-2,NA,NA,2,2,2
"5915",1,NA,-2,NA,NA,2,-1,-1
"5916",-2,NA,-1,NA,NA,2,2,2
"5917",1,NA,-1,NA,NA,2,-1,-1
"5918",0,1,1,NA,NA,2,2,0
"5919",2,1,-1,NA,NA,0,2,2
"5920",1,1,-2,NA,NA,1,2,1
"5921",0,NA,NA,NA,1,1,1,1
"5922",2,NA,1,NA,NA,2,2,1
"5923",1,1,1,NA,NA,2,2,0
"5924",-2,-1,NA,NA,NA,2,-1,-1
"5925",-2,NA,NA,NA,NA,2,1,1
"5926",0,NA,2,1,NA,2,2,2
"5927",0,NA,NA,1,1,-1,1,1
"5928",-2,-1,-1,NA,-1,-1,1,-1
"5929",1,-1,NA,NA,NA,2,-1,-2
"5930",2,NA,NA,NA,NA,2,2,2
"5931",1,2,-1,NA,NA,2,2,2
"5932",1,-1,1,1,2,2,2,2
"5933",-2,-1,-1,NA,1,2,2,2
"5934",-2,NA,0,NA,NA,2,-1,1
"5935",0,NA,NA,NA,2,2,1,1
"5936",1,NA,-1,NA,1,-1,1,1
"5937",1,-1,0,NA,NA,1,-1,0
"5938",1,1,0,NA,NA,2,2,2
"5939",-2,-1,1,NA,NA,2,2,2
"5940",2,2,-1,2,NA,-1,1,0
"5941",-2,-2,-1,1,1,1,-1,-1
"5942",-1,1,1,NA,NA,2,1,1
"5943",2,1,1,1,NA,1,2,2
"5944",-1,NA,NA,NA,NA,-1,2,2
"5945",1,NA,NA,NA,NA,-1,1,0
"5946",-2,NA,0,NA,NA,2,1,1
"5947",1,2,NA,2,NA,2,2,-1
"5948",0,NA,1,NA,NA,2,2,2
"5949",1,-1,NA,NA,NA,1,1,-1
"5950",2,-1,0,NA,NA,2,2,2
"5951",0,NA,-1,NA,NA,0,2,2
"5952",0,NA,NA,NA,NA,-1,-1,2
"5953",1,NA,2,1,NA,1,2,2
"5954",-1,NA,1,NA,NA,1,1,1
"5955",1,NA,1,NA,NA,1,1,1
"5956",1,2,1,NA,NA,2,2,2
"5957",-2,NA,-1,NA,NA,2,-1,-1
"5958",1,NA,1,NA,NA,-1,2,2
"5959",1,NA,1,NA,NA,2,2,2
"5960",2,NA,1,NA,NA,2,2,2
"5961",-1,-1,-1,-2,1,1,1,-1
"5962",-2,NA,NA,2,NA,2,1,1
"5963",-2,NA,NA,NA,NA,2,2,2
"5964",-2,NA,-1,NA,NA,1,1,-1
"5965",2,2,2,NA,NA,2,1,1
"5966",-2,NA,NA,NA,NA,2,2,2
"5967",1,NA,NA,NA,NA,-1,1,1
"5968",2,NA,-1,NA,NA,-1,1,1
"5969",-1,NA,-2,-1,NA,-1,-1,-1
"5970",-2,NA,-1,NA,NA,-1,-1,-1
"5971",-2,NA,-1,NA,NA,-1,-1,-1
"5972",-2,NA,1,NA,NA,-1,-1,-1
"5973",-2,NA,-2,NA,NA,-1,-1,-1
"5974",1,1,NA,NA,NA,2,-2,1
"5975",-2,NA,1,NA,NA,2,1,1
"5976",0,NA,NA,NA,NA,1,1,NA
"5977",-2,1,NA,NA,NA,2,1,1
"5978",2,1,NA,2,NA,2,2,2
"5979",2,-2,0,NA,NA,-1,0,-2
"5980",-2,NA,NA,NA,NA,1,1,1
"5981",-2,NA,1,NA,NA,1,1,1
"5982",-2,NA,1,NA,NA,1,1,1
"5983",-2,NA,1,NA,NA,1,1,1
"5984",-2,NA,1,NA,NA,1,1,1
"5985",-2,NA,1,NA,NA,1,1,1
"5986",-2,NA,1,NA,NA,1,-1,-1
"5987",-2,-2,0,NA,NA,1,1,1
"5988",-1,NA,0,NA,NA,0,0,0
"5989",2,NA,1,NA,NA,0,1,1
"5990",-2,NA,2,-2,1,2,2,1
"5991",1,NA,1,NA,NA,2,2,2
"5992",2,-1,-1,NA,NA,1,-1,-1
"5993",-2,NA,NA,NA,NA,1,-1,-1
"5994",1,-1,2,NA,NA,2,2,2
"5995",2,2,NA,NA,NA,2,2,2
"5996",-2,2,-2,NA,NA,1,2,2
"5997",-2,1,1,NA,NA,2,-1,1
"5998",-2,NA,NA,NA,NA,1,1,1
"5999",-2,NA,1,NA,NA,2,1,1
"6000",-1,-1,1,-1,NA,-2,2,2
"6001",-2,-2,-2,NA,NA,2,2,2
"6002",-2,-2,NA,2,NA,2,1,1
"6003",1,2,2,NA,NA,2,2,2
"6004",-2,-2,NA,NA,NA,1,-1,-1
"6005",-2,-2,-1,NA,NA,2,1,1
"6006",0,-1,1,NA,NA,1,-1,-1
"6007",-1,NA,NA,NA,NA,-2,2,2
"6008",-2,NA,NA,NA,NA,2,1,1
"6009",-1,NA,2,NA,NA,2,2,2
"6010",2,1,1,NA,2,2,1,1
"6011",-1,1,0,NA,NA,-1,1,1
"6012",1,1,-2,NA,NA,1,-1,1
"6013",-2,-2,1,2,NA,2,2,2
"6014",0,NA,NA,NA,NA,1,1,-1
"6015",-2,-1,NA,NA,NA,1,-2,2
"6016",-1,NA,-2,NA,NA,-1,-1,0
"6017",-2,NA,-2,1,NA,-1,-2,-2
"6018",-2,0,1,NA,NA,1,1,-1
"6019",-2,-2,1,2,NA,-1,2,1
"6020",2,NA,NA,NA,NA,1,1,1
"6021",1,NA,2,NA,NA,2,2,2
"6022",1,NA,2,NA,NA,2,2,2
"6023",2,2,-1,2,NA,2,2,2
"6024",-2,-1,NA,NA,NA,1,-1,-1
"6025",2,-2,1,-1,NA,1,2,2
"6026",-2,1,1,NA,NA,2,2,2
"6027",1,2,1,NA,NA,-1,2,NA
"6028",1,0,-1,NA,NA,2,2,2
"6029",2,NA,NA,NA,NA,-2,2,2
"6030",-2,NA,1,0,NA,2,2,2
"6031",2,NA,-1,-1,NA,1,1,1
"6032",1,NA,NA,NA,NA,2,1,2
"6033",0,NA,NA,0,NA,2,2,2
"6034",2,NA,NA,NA,NA,1,2,0
"6035",-2,-2,1,NA,NA,1,-1,-1
"6036",1,1,NA,2,NA,2,2,2
"6037",1,0,2,-1,NA,2,2,2
"6038",-2,NA,NA,NA,NA,-1,1,NA
"6039",-2,NA,1,NA,NA,1,-1,2
"6040",0,0,2,NA,NA,2,2,2
"6041",1,2,-1,NA,NA,2,-1,-1
"6042",-2,-1,1,NA,NA,1,1,1
"6043",2,2,NA,NA,NA,2,2,1
"6044",-2,NA,-1,NA,1,1,-1,-1
"6045",2,-1,1,2,NA,-1,1,1
"6046",1,NA,-2,NA,NA,1,-1,-1
"6047",-2,NA,1,NA,NA,2,2,2
"6048",-2,-2,-2,NA,NA,2,1,1
"6049",2,1,-1,NA,NA,0,2,2
"6050",-2,NA,1,NA,-2,2,2,2
"6051",-2,NA,1,NA,NA,1,1,1
"6052",-1,NA,NA,NA,NA,2,2,2
"6053",0,-1,NA,NA,NA,2,2,2
"6054",1,NA,NA,1,NA,2,1,1
"6055",1,NA,1,NA,NA,1,1,1
"6056",1,-1,NA,NA,1,1,-1,-1
"6057",1,-1,-1,NA,NA,-1,2,2
"6058",-2,-2,0,NA,NA,2,-1,-1
"6059",-1,-2,NA,NA,NA,2,2,2
"6060",-1,NA,-2,NA,NA,1,2,0
"6061",1,NA,0,NA,NA,1,1,1
"6062",-1,NA,1,NA,NA,1,1,-1
"6063",2,2,NA,2,NA,2,2,2
"6064",-2,NA,-1,NA,NA,1,-1,-1
"6065",-2,NA,NA,NA,NA,2,-1,-1
"6066",-1,1,-2,NA,NA,2,2,2
"6067",1,NA,1,2,NA,0,2,-2
"6068",-2,-1,1,NA,NA,1,-1,-1
"6069",-2,NA,-2,NA,NA,2,2,2
"6070",-2,-1,1,NA,NA,1,2,1
"6071",-1,-1,0,2,NA,1,-1,-1
"6072",1,1,0,1,NA,2,2,2
"6073",-1,1,NA,NA,NA,2,1,1
"6074",-2,NA,NA,NA,NA,1,1,-1
"6075",1,1,0,NA,NA,1,2,1
"6076",2,2,NA,2,2,-1,-1,-1
"6077",2,2,NA,NA,2,NA,NA,NA
"6078",2,2,NA,NA,2,1,2,2
"6079",2,NA,2,-2,NA,-1,2,2
"6080",2,NA,NA,NA,2,2,2,2
"6081",2,NA,NA,NA,-1,-1,2,2
"6082",-2,-1,-1,-1,NA,2,2,2
"6083",-2,NA,0,NA,NA,-1,-1,-1
"6084",-2,2,NA,-2,NA,2,-1,-1
"6085",-2,2,NA,NA,NA,NA,2,2
"6086",-1,1,1,NA,NA,2,1,1
"6087",0,2,-1,NA,NA,1,1,1
"6088",-2,NA,1,1,NA,2,2,2
"6089",1,NA,-1,NA,NA,1,2,1
"6090",-2,NA,NA,NA,1,1,-1,-1
"6091",-2,0,NA,NA,NA,1,1,1
"6092",1,NA,NA,NA,NA,2,-1,-1
"6093",-2,2,2,0,NA,2,2,2
"6094",-2,NA,NA,NA,2,2,NA,NA
"6095",-2,-1,NA,2,NA,2,-2,-1
"6096",0,NA,NA,-1,NA,1,1,1
"6097",-2,-1,NA,-1,NA,1,1,1
"6098",1,1,0,NA,NA,1,1,1
"6099",-2,0,NA,NA,NA,2,2,2
"6100",0,NA,0,1,NA,0,-1,2
"6101",-2,1,-2,NA,NA,2,2,2
"6102",0,NA,NA,2,NA,1,1,0
"6103",0,-1,NA,NA,NA,2,2,2
"6104",2,1,1,NA,NA,1,1,1
"6105",-1,2,NA,NA,NA,2,2,NA
"6106",-1,NA,1,NA,NA,1,1,1
"6107",-2,NA,1,NA,NA,1,1,1
"6108",-2,NA,1,NA,NA,1,1,1
"6109",-2,NA,NA,NA,NA,1,1,1
"6110",-2,NA,NA,NA,NA,1,1,1
"6111",-2,NA,NA,NA,NA,1,1,1
"6112",-2,NA,1,NA,NA,1,1,1
"6113",-2,NA,2,NA,NA,-1,2,2
"6114",0,NA,NA,NA,NA,2,NA,NA
"6115",1,NA,-1,-1,NA,-1,1,-1
"6116",0,-1,1,NA,NA,1,2,1
"6117",1,NA,-1,NA,NA,1,1,1
"6118",1,2,1,1,NA,1,1,1
"6119",-2,-1,-1,NA,NA,1,-1,1
"6120",1,-1,-1,-1,NA,1,1,0
"6121",1,NA,1,NA,NA,1,1,1
"6122",1,NA,0,NA,NA,2,1,-1
"6123",-2,-1,NA,NA,NA,2,2,0
"6124",0,NA,0,NA,NA,2,2,2
"6125",1,2,1,0,NA,2,-1,-2
"6126",1,NA,-1,2,NA,0,0,2
"6127",0,0,-1,NA,NA,1,1,1
"6128",2,-1,NA,NA,1,1,1,-1
"6129",-1,-1,-2,NA,NA,-1,1,1
"6130",1,2,2,2,NA,0,1,1
"6131",1,-1,2,1,NA,2,-1,-1
"6132",-2,-2,NA,NA,NA,1,1,NA
"6133",2,NA,1,NA,NA,2,1,1
"6134",-2,NA,1,NA,NA,1,1,2
"6135",-2,NA,NA,NA,NA,1,1,1
"6136",2,NA,NA,NA,NA,2,2,2
"6137",-1,0,0,NA,1,2,2,2
"6138",0,NA,NA,NA,NA,2,-1,-2
"6139",1,0,1,NA,NA,2,2,2
"6140",2,NA,0,NA,NA,2,2,2
"6141",-2,-1,-1,NA,NA,2,-1,-1
"6142",1,NA,-2,NA,NA,1,1,-1
"6143",1,-1,NA,NA,1,1,1,1
"6144",1,NA,2,2,NA,2,2,2
"6145",-1,1,0,NA,NA,1,2,2
"6146",-2,1,NA,-1,NA,1,1,1
"6147",1,NA,-1,NA,2,1,-1,-1
"6148",1,1,0,NA,NA,2,1,1
"6149",1,NA,2,NA,NA,2,2,2
"6150",2,-2,1,1,NA,2,2,2
"6151",-2,NA,2,NA,NA,NA,2,2
"6152",-2,NA,NA,NA,NA,1,1,1
"6153",1,NA,0,NA,NA,1,1,1
"6154",-2,-1,-1,NA,NA,2,2,2
"6155",0,NA,1,NA,NA,1,1,1
"6156",-2,NA,-1,NA,NA,1,-1,-1
"6157",-2,NA,-2,NA,NA,1,2,-1
"6158",-2,-1,NA,NA,1,NA,-1,-1
"6159",1,-2,2,NA,NA,2,-1,-2
"6160",1,1,NA,NA,NA,-1,-1,NA
"6161",1,NA,-1,-1,NA,2,-1,-1
"6162",0,1,-1,NA,NA,0,2,2
"6163",1,-1,-1,-1,NA,1,2,2
"6164",-1,NA,-1,NA,NA,0,2,2
"6165",1,-1,-1,1,NA,1,-2,-1
"6166",-2,NA,-1,NA,NA,-1,2,2
"6167",-2,NA,1,NA,NA,-1,-1,-1
"6168",2,NA,2,NA,NA,2,2,2
"6169",0,NA,NA,NA,1,1,1,-1
"6170",-2,0,0,NA,NA,1,-1,1
"6171",1,2,2,NA,NA,2,2,1
"6172",2,1,1,NA,NA,1,2,-1
"6173",-2,NA,NA,NA,NA,1,-1,-1
"6174",0,NA,1,NA,NA,2,2,1
"6175",-2,NA,NA,NA,NA,2,0,1
"6176",2,2,-1,NA,NA,2,2,2
"6177",-2,NA,NA,NA,NA,1,1,1
"6178",0,2,2,NA,NA,2,0,2
"6179",-2,NA,NA,NA,1,1,-1,-1
"6180",1,-1,1,NA,NA,2,1,1
"6181",-2,NA,-2,-1,NA,2,1,-1
"6182",-1,-1,1,NA,NA,-1,-1,1
"6183",1,2,1,NA,1,2,1,-1
"6184",-1,2,2,2,NA,2,2,-1
"6185",1,NA,NA,NA,NA,1,1,1
"6186",-2,-1,-1,1,NA,1,-1,0
"6187",0,0,0,NA,NA,2,2,2
"6188",-2,NA,-2,1,NA,2,-1,-1
"6189",-2,2,-1,NA,NA,1,2,2
"6190",0,NA,1,NA,NA,2,1,0
"6191",-1,NA,0,NA,NA,2,1,2
"6192",-2,NA,-1,NA,NA,2,2,-1
"6193",0,NA,-1,-2,NA,2,2,2
"6194",-1,-1,-1,NA,NA,1,1,1
"6195",-2,0,-1,NA,NA,2,1,1
"6196",-2,NA,-1,-1,1,-1,1,1
"6197",-2,-1,NA,NA,NA,1,1,1
"6198",-2,-2,0,NA,NA,2,2,2
"6199",-1,-1,NA,NA,NA,2,2,2
"6200",1,NA,1,NA,NA,1,2,1
"6201",2,-1,0,1,NA,1,2,2
"6202",-2,NA,NA,NA,NA,2,1,1
"6203",-2,-1,-2,NA,NA,2,-1,1
"6204",1,-1,-1,NA,1,NA,1,1
"6205",-2,NA,NA,NA,NA,1,1,1
"6206",-2,1,NA,NA,NA,2,1,1
"6207",-2,-2,2,NA,NA,2,2,2
"6208",1,NA,NA,NA,1,1,-1,-1
"6209",1,-1,2,NA,NA,2,2,2
"6210",2,NA,1,2,2,2,2,2
"6211",-2,-1,-1,NA,NA,0,1,1
"6212",-1,-2,0,NA,NA,1,1,-1
"6213",-2,NA,1,NA,NA,1,1,1
"6214",-2,1,-1,NA,NA,2,2,2
"6215",1,1,-1,-1,NA,-1,1,1
"6216",1,NA,1,NA,NA,1,2,2
"6217",-2,-1,-1,NA,NA,2,1,0
"6218",-1,2,NA,NA,NA,2,2,2
"6219",0,0,1,NA,NA,2,-1,-1
"6220",1,1,1,NA,NA,2,2,-1
"6221",1,NA,-1,1,NA,2,1,1
"6222",-2,NA,NA,NA,NA,2,1,1
"6223",-2,1,1,2,2,1,2,2
"6224",1,NA,-1,0,NA,1,-1,-1
"6225",1,1,0,NA,NA,2,2,2
"6226",-1,NA,-1,NA,NA,2,2,-1
"6227",-2,NA,1,-1,NA,-1,2,-1
"6228",-2,NA,-2,NA,NA,1,2,2
"6229",2,NA,1,NA,NA,1,1,1
"6230",-2,NA,NA,NA,NA,2,2,2
"6231",2,0,NA,NA,NA,1,1,0
"6232",1,1,1,NA,NA,1,1,-1
"6233",-2,NA,NA,NA,NA,2,2,2
"6234",-1,1,NA,0,NA,2,2,2
"6235",-1,NA,1,NA,NA,2,2,2
"6236",-1,2,1,NA,NA,2,2,2
"6237",-2,NA,1,NA,NA,1,1,1
"6238",-2,NA,NA,NA,-2,2,-1,1
"6239",0,-1,NA,NA,NA,2,0,0
"6240",1,NA,1,1,NA,1,1,1
"6241",-2,-1,-1,NA,NA,1,-1,1
"6242",1,-1,-1,NA,NA,1,1,1
"6243",-2,NA,-1,NA,NA,1,1,1
"6244",1,NA,1,1,NA,1,1,1
"6245",0,NA,NA,NA,NA,2,1,1
"6246",-1,NA,-1,NA,NA,1,1,1
"6247",2,NA,1,NA,NA,2,1,0
"6248",1,NA,-1,NA,NA,0,0,0
"6249",-2,NA,1,NA,NA,-1,1,1
"6250",1,NA,1,NA,NA,1,1,1
"6251",-2,NA,1,NA,NA,1,1,1
"6252",-2,NA,1,NA,NA,1,1,1
"6253",-2,NA,1,NA,NA,1,1,1
"6254",-2,NA,1,NA,NA,1,1,1
"6255",-2,NA,1,NA,NA,1,1,1
"6256",0,NA,NA,-1,NA,-2,-2,-2
"6257",1,1,NA,NA,NA,0,2,2
"6258",-2,NA,1,NA,NA,2,-2,0
"6259",1,1,0,NA,NA,2,2,1
"6260",-2,1,-2,NA,NA,NA,1,1
"6261",-2,2,-1,-1,2,2,2,2
"6262",0,NA,NA,NA,NA,2,2,2
"6263",-1,NA,1,-2,-1,2,2,2
"6264",-1,-1,-2,1,NA,-1,1,1
"6265",0,1,NA,1,NA,2,2,2
"6266",0,NA,0,NA,NA,1,2,1
"6267",1,1,0,NA,NA,2,1,1
"6268",1,NA,NA,NA,NA,2,2,2
"6269",-1,-2,-1,NA,NA,2,1,1
"6270",-2,0,-1,NA,NA,-1,0,NA
"6271",2,NA,NA,1,NA,1,NA,-1
"6272",1,2,NA,-2,NA,1,1,1
"6273",2,1,1,NA,NA,2,1,1
"6274",1,NA,NA,NA,1,1,-1,-1
"6275",-2,-2,2,2,NA,2,2,1
"6276",-2,NA,0,NA,NA,1,1,1
"6277",-2,NA,1,-1,NA,1,1,1
"6278",-2,NA,NA,NA,NA,2,2,2
"6279",2,1,NA,2,2,2,2,2
"6280",1,NA,NA,NA,NA,-1,2,2
"6281",-2,-2,NA,0,NA,1,1,1
"6282",-2,NA,NA,NA,NA,NA,-1,-1
"6283",-1,1,1,NA,NA,1,1,1
"6284",1,-1,1,1,NA,1,1,1
"6285",-1,NA,-2,1,NA,2,2,1
"6286",0,0,0,NA,2,1,1,1
"6287",1,-2,NA,2,NA,NA,-1,-1
"6288",2,NA,1,NA,NA,2,-1,-2
"6289",-2,NA,NA,2,NA,1,-1,-1
"6290",2,NA,NA,2,NA,2,2,2
"6291",-1,1,NA,NA,NA,2,2,2
"6292",-2,NA,NA,NA,2,2,2,2
"6293",1,NA,0,NA,NA,2,2,2
"6294",1,NA,-1,NA,1,1,-1,-1
"6295",-2,2,1,NA,NA,2,2,2
"6296",-2,-1,1,NA,NA,1,1,1
"6297",-2,NA,NA,NA,NA,2,1,1
"6298",-2,NA,1,NA,NA,NA,1,1
"6299",-2,-1,-1,-1,NA,1,2,2
"6300",2,2,1,1,NA,1,1,1
"6301",1,NA,-2,2,NA,1,2,2
"6302",2,NA,2,2,2,2,2,2
"6303",-2,NA,2,NA,NA,2,2,NA
"6304",-2,-2,NA,NA,NA,0,NA,NA
"6305",1,NA,NA,NA,1,NA,-1,-1
"6306",2,2,NA,NA,NA,2,2,1
"6307",1,1,NA,NA,NA,2,2,1
"6308",-1,1,NA,1,NA,2,2,2
"6309",-2,NA,1,-1,NA,1,1,1
"6310",-2,NA,NA,NA,NA,2,1,-1
"6311",-2,-2,NA,0,NA,2,1,0
"6312",0,NA,-1,NA,1,1,1,1
"6313",0,NA,-2,NA,NA,2,0,NA
"6314",1,2,1,2,2,-1,2,2
"6315",-1,-1,1,1,NA,1,1,1
"6316",-2,NA,-1,NA,NA,2,2,2
"6317",2,NA,1,NA,NA,1,1,1
"6318",-1,2,NA,2,NA,1,2,2
"6319",1,2,0,NA,NA,2,-1,2
"6320",0,NA,0,NA,NA,1,2,1
"6321",1,NA,NA,NA,NA,2,2,2
"6322",0,-2,NA,NA,NA,2,-2,0
"6323",-2,NA,NA,NA,NA,1,1,1
"6324",2,1,NA,NA,NA,1,-1,-1
"6325",1,NA,1,1,NA,1,2,NA
"6326",1,-2,-1,NA,NA,0,1,1
"6327",2,-1,NA,NA,NA,2,2,NA
"6328",-2,NA,NA,-2,NA,NA,-2,-2
"6329",-2,1,NA,NA,1,2,1,1
"6330",-2,-2,NA,-1,NA,-1,-1,1
"6331",2,-1,-1,NA,1,1,1,1
"6332",2,NA,-1,2,NA,1,1,1
"6333",-2,-1,1,NA,NA,1,1,1
"6334",-2,NA,1,NA,NA,1,-1,-1
"6335",-2,NA,NA,NA,NA,-2,-1,0
"6336",0,NA,NA,NA,NA,1,-1,-1
"6337",-2,1,1,NA,NA,2,2,2
"6338",1,1,0,NA,NA,1,1,1
"6339",-2,-1,-1,NA,2,-1,1,1
"6340",-2,-1,1,NA,1,1,1,1
"6341",0,NA,0,NA,NA,1,1,1
"6342",1,-1,-2,2,NA,2,2,2
"6343",0,NA,0,NA,NA,1,1,1
"6344",-2,-2,-1,NA,NA,2,-1,-1
"6345",0,NA,NA,2,NA,2,2,2
"6346",2,1,1,NA,NA,2,2,2
"6347",2,NA,1,NA,NA,1,2,2
"6348",-1,-1,NA,NA,NA,0,2,2
"6349",-1,NA,-2,NA,NA,1,-1,-1
"6350",0,NA,NA,NA,NA,0,-1,0
"6351",0,NA,NA,2,NA,2,1,-1
"6352",-1,NA,1,NA,NA,2,1,-1
"6353",-2,1,-1,1,NA,0,1,-1
"6354",-2,NA,1,2,NA,1,1,-1
